ID,PredictedProb
636,0.867919547
637,0.919545244
638,0.819005386
639,0.87622674
642,0.50378543
643,0.854392658
644,0.939751886
645,0.620158644
646,0.798694484
650,0.860617788
653,0.672721355
654,0.560772299
655,0.528909299
656,0.841239819
657,0.811782639
658,0.713901177
660,0.576611339
661,0.713041666
668,0.922692027
669,0.693654156
671,0.85592691
672,0.797549639
676,0.923401632
678,0.884350218
680,0.829549535
682,0.959283481
684,0.847464946
685,0.803366167
686,0.700893057
687,0.580349869
694,0.565351113
696,0.621262156
697,0.704255516
699,0.659355557
702,0.930270093
707,0.803373596
708,0.947948913
712,0.89363946
717,0.925156996
718,0.939089627
720,0.577707579
721,0.805734271
723,0.764096847
724,0.761965939
727,0.616522703
728,0.310293326
731,0.813945293
733,0.835841902
735,0.919253697
737,0.683798142
738,0.72547155
740,0.630275231
742,0.888548142
743,0.675825099
745,0.66238504
746,0.83438231
747,0.687655359
748,0.94308658
749,0.880997791
750,0.948172209
753,0.770968557
755,0.784677289
756,0.876505846
758,0.603149182
760,0.717422738
762,0.7982936
763,0.793802741
765,0.866274571
767,0.853358969
768,0.94948369
770,0.833480958
772,0.820933288
773,0.877144371
774,0.697090481
775,0.836629922
777,0.539458395
778,0.880935614
780,0.554019426
782,0.767025458
783,0.928769806
786,0.477937618
787,0.889216686
788,0.733192109
789,0.721577695
790,0.662390204
793,0.804763383
795,0.846140722
807,0.695619177
809,0.790132371
810,0.485178552
811,0.792478081
813,0.339443707
815,0.854044959
816,0.717119931
821,0.857180035
823,0.960635266
825,0.840087813
826,0.895786351
827,0.867277381
832,0.878393584
833,0.789466355
834,0.683459078
837,0.835960272
838,0.951054543
839,0.189923897
843,0.468118704
844,0.819600332
845,0.502981491
846,0.706598333
848,0.665534636
850,0.753175566
851,0.884299058
852,0.655151743
855,0.799693122
856,0.896952846
861,0.666119714
862,0.905275358
863,0.916903069
864,0.724773817
865,0.89563069
867,0.752524988
868,0.811414359
869,0.872570854
873,0.744760015
875,0.681985472
877,0.898226493
879,0.824462099
880,0.960117806
881,0.739072942
882,0.677172503
883,0.944130069
887,0.726861267
888,0.619509792
890,0.93488399
897,0.801228106
900,0.834902757
902,0.75314621
904,0.837057936
906,0.667176014
910,0.879182376
913,0.786491518
914,0.682896112
915,0.626464389
918,0.705727221
920,0.928449112
923,0.903872116
926,0.836043889
927,0.696948752
929,0.735360395
930,0.748658701
931,0.905016693
932,0.874123212
933,0.82184715
934,0.715596949
936,0.808239421
939,0.661076976
941,0.835957614
943,0.658596124
947,0.563475351
948,0.732194426
949,0.868803923
950,0.615037127
951,0.791085392
952,0.629120257
953,0.940113548
956,0.755924132
961,0.680429613
962,0.642737289
968,0.78984227
971,0.876667508
972,0.926573949
977,0.886334305
981,0.746028433
985,0.787112699
987,0.84739063
989,0.933080408
993,0.889052677
994,0.482501615
997,0.946507006
998,0.652571391
999,0.848661259
1002,0.692477823
1003,0.943137105
1004,0.843396133
1005,0.633562758
1007,0.660425474
1008,0.85693942
1014,0.912531657
1016,0.817416213
1021,0.626896984
1023,0.918825355
1026,0.894495775
1028,0.852990179
1029,0.769739153
1030,0.65041899
1031,0.730035369
1032,0.883181935
1033,0.960105812
1036,0.780155568
1037,0.861272913
1039,0.775543214
1046,0.855260498
1047,0.824065047
1049,0.934306881
1055,0.832349307
1057,0.522608832
1059,0.742578918
1060,0.531684454
1062,0.523573937
1063,0.783826552
1066,0.77708211
1067,0.952803259
1068,0.458681025
1070,0.869906921
1071,0.714359567
1073,0.8002473
1074,0.664346348
1075,0.839269871
1076,0.806755393
1077,0.890699772
1079,0.759100159
1083,0.753325602
1085,0.941556291
1087,0.644699314
1088,0.541145577
1089,0.689413459
1092,0.689847637
1095,0.71076668
1104,0.89519108
1106,0.944572063
1108,0.554281779
1110,0.680503001
1117,0.784532228
1118,0.759903713
1119,0.844344215
1121,0.792959744
1122,0.847906369
1124,0.649079662
1125,0.725944323
1126,0.486325232
1128,0.748801093
1129,0.634034016
1131,0.5972005
1132,0.784747494
1133,0.807036845
1134,0.628323536
1137,0.831793024
1138,0.567506509
1139,0.693614821
1140,0.741160144
1141,0.834033892
1143,0.715211753
1144,0.784744854
1145,0.787408066
1146,0.895505011
1147,0.799404211
1149,0.856788514
1151,0.782525899
1154,0.800039081
1156,0.631290354
1158,0.794838517
1165,0.792571465
1166,0.681132821
1167,0.637409654
1168,0.70039695
1169,0.676105923
1171,0.648905159
1173,0.488219472
1175,0.680759431
1181,0.57725187
1182,0.783391769
1184,0.851840037
1187,0.801089695
1189,0.866122189
1190,0.647412312
1193,0.663836582
1194,0.934384615
1196,0.878837859
1202,0.713400668
1203,0.60343356
1206,0.878417699
1209,0.9392907
1211,0.793563831
1212,0.28120465
1215,0.766723551
1216,0.603707231
1220,0.797991773
1222,0.865996128
1223,0.922127295
1224,0.685469442
1227,0.826078032
1229,0.620961593
1230,0.74221513
1233,0.904657629
1236,0.671917894
1242,0.839505307
1245,0.758873709
1246,0.932349313
1249,0.869709783
1250,0.872219259
1253,0.91987762
1258,0.712258748
1259,0.645527434
1262,0.960386286
1263,0.774952256
1265,0.927317369
1266,0.837312812
1267,0.868237961
1268,0.920416367
1269,0.725565517
1270,0.70048017
1271,0.877590201
1272,0.939655554
1276,0.877408707
1277,0.789387559
1279,0.591805219
1280,0.745239297
1283,0.664748034
1285,0.846307853
1286,0.888456014
1290,0.771369958
1293,0.787423529
1295,0.513871218
1297,0.78611328
1299,0.892462556
1300,0.940160522
1301,0.760012858
1302,0.939567424
1303,0.88000463
1304,0.79735935
1305,0.70785849
1306,0.79660755
1307,0.753152453
1308,0.935536671
1309,0.697148765
1312,0.68490811
1313,0.843352615
1314,0.693494346
1316,0.779260177
1318,0.62539203
1319,0.804844672
1320,0.749912714
1322,0.893745182
1323,0.405734027
1325,0.711598733
1329,0.535636498
1330,0.82191893
1334,0.611763644
1337,0.941049955
1340,0.671127177
1341,0.72944868
1342,0.713331769
1347,0.660862019
1349,0.707233617
1350,0.765758278
1355,0.75220492
1356,0.585582314
1357,0.697706305
1358,0.732556337
1359,0.799150644
1361,0.6111237
1363,0.483015176
1366,0.76903043
1367,0.936035774
1370,0.940299693
1375,0.923815723
1377,0.918002759
1379,0.876135685
1381,0.621362979
1382,0.786900227
1385,0.81995713
1387,0.584296459
1389,0.716292847
1392,0.833806224
1393,0.797171301
1395,0.816837166
1396,0.750451448
1399,0.186668469
1400,0.182811929
1401,0.876533456
1402,0.925048039
1405,0.6057602
1407,0.684500708
1409,0.947948913
1413,0.533417281
1414,0.386097762
1415,0.841007322
1417,0.563740187
1421,0.671104126
1422,0.871387665
1423,0.52776203
1425,0.718947349
1426,0.399216039
1428,0.815971763
1429,0.940888598
1430,0.664807677
1431,0.696907975
1433,0.949199383
1435,0.870521339
1436,0.766694293
1438,0.702525578
1439,0.879874624
1442,0.937192013
1448,0.754764839
1449,0.720514035
1451,0.672279854
1453,0.899417613
1455,0.799161419
1456,0.552981348
1458,0.81748592
1459,0.874165319
1463,0.948878123
1466,0.712130112
1468,0.929297495
1471,0.673886315
1472,0.896105586
1473,0.673843348
1474,0.959079437
1476,0.687970207
1477,0.696034258
1478,0.656359354
1479,0.773151808
1481,0.508582361
1482,0.908476625
1487,0.684586176
1490,0.846747187
1493,0.639730831
1494,0.830739547
1495,0.92012808
1496,0.875851789
1497,0.655642707
1498,0.83184277
1499,0.779257259
1500,0.814307874
1505,0.751998889
1507,0.762300024
1508,0.685701949
1510,0.823520181
1511,0.766045298
1513,0.617355095
1514,0.710727297
1518,0.882519203
1519,0.408174926
1520,0.815109038
1522,0.87599361
1523,0.752258827
1524,0.645493923
1527,0.906965487
1528,0.788794838
1529,0.747846384
1530,0.79460481
1532,0.728470501
1534,0.499228589
1536,0.930558854
1537,0.728008635
1540,0.797533211
1543,0.579871914
1546,0.865125524
1549,0.757190436
1553,0.665984515
1558,0.808239934
1560,0.83218203
1561,0.780419681
1562,0.83516587
1565,0.503717812
1573,0.595749948
1576,0.808277
1577,0.916111593
1579,0.46304592
1580,0.857101346
1581,0.80579452
1582,0.461932781
1584,0.748603032
1586,0.788342674
1588,0.800115625
1589,0.842179489
1595,0.687435454
1598,0.497411301
1599,0.946997929
1600,0.690309827
1605,0.641163363
1609,0.737342347
1610,0.724930702
1615,0.86330528
1617,0.868200218
1619,0.868819111
1621,0.812051075
1622,0.820996718
1628,0.771599098
1629,0.908993413
1630,0.722889883
1631,0.811675982
1633,0.84190073
1636,0.678011168
1637,0.78254578
1638,0.765310947
1643,0.837280463
1644,0.845990468
1645,0.887485243
1646,0.655367708
1647,0.788666114
1648,0.800966477
1650,0.651632686
1651,0.843826509
1652,0.889131779
1654,0.795724924
1655,0.946816148
1657,0.923536782
1658,0.949885602
1663,0.317610488
1665,0.90709358
1666,0.699619194
1669,0.871776171
1675,0.825494588
1678,0.87445831
1679,0.815610992
1680,0.609040606
1681,0.815128224
1684,0.877392193
1687,0.416677435
1688,0.734766466
1692,0.881369152
1694,0.812661752
1695,0.803461585
1696,0.695686345
1697,0.477881995
1698,0.66740893
1699,0.858717412
1700,0.471288676
1701,0.808431874
1704,0.659192502
1705,0.615494415
1706,0.752709088
1708,0.904020197
1709,0.669738993
1712,0.717444179
1713,0.633855949
1715,0.678250553
1718,0.874785318
1720,0.806735533
1721,0.700989264
1724,0.863518129
1725,0.828160422
1726,0.364264837
1728,0.79382714
1729,0.857843434
1738,0.652604573
1739,0.789566194
1741,0.840393431
1743,0.831076361
1745,0.53125283
1750,0.685228923
1751,0.826174922
1753,0.839533588
1755,0.639338294
1757,0.806913948
1758,0.646193343
1759,0.796373226
1762,0.736471893
1763,0.732137041
1767,0.945441992
1769,0.787851021
1770,0.945910626
1778,0.865017564
1781,0.877394771
1784,0.873365053
1786,0.804921512
1787,0.867656824
1788,0.86488017
1789,0.923250618
1790,0.717143098
1794,0.361760441
1795,0.851846473
1797,0.892380084
1801,0.854708019
1802,0.69704831
1809,0.95189327
1810,0.864800692
1811,0.807284146
1816,0.759203909
1817,0.750157543
1818,0.576620654
1820,0.729827704
1821,0.593176516
1822,0.379190309
1823,0.915180995
1829,0.736215776
1833,0.850678507
1834,0.851426058
1836,0.784785371
1837,0.93323118
1839,0.805429893
1842,0.848611263
1845,0.947629708
1849,0.717202126
1851,0.875852993
1852,0.642482028
1853,0.691737717
1855,0.716795676
1856,0.790800586
1857,0.88000463
1859,0.851172571
1860,0.555285186
1861,0.877378085
1862,0.838714177
1864,0.81622783
1865,0.746266654
1869,0.847239516
1871,0.518682856
1872,0.909405027
1873,0.702155804
1874,0.63488531
1875,0.572596824
1878,0.858503307
1879,0.736861946
1880,0.67398697
1882,0.876861058
1887,0.850696725
1893,0.688519335
1896,0.827011142
1900,0.696967154
1902,0.855009794
1904,0.85790108
1906,0.644501793
1907,0.926526295
1909,0.803590325
1911,0.681691864
1913,0.735114186
1915,0.819756368
1917,0.400659046
1918,0.362965897
1919,0.638309425
1921,0.791766599
1922,0.946061514
1923,0.863116296
1926,0.833494001
1927,0.488189113
1928,0.863372555
1929,0.878852166
1931,0.839686549
1932,0.857816687
1938,0.922711353
1940,0.511183734
1941,0.822402109
1942,0.708770388
1944,0.625294771
1948,0.628235562
1949,0.808913722
1951,0.858416201
1953,0.846067946
1954,0.789544305
1955,0.960903068
1956,0.774963843
1957,0.931298625
1958,0.947832972
1959,0.881997348
1961,0.805497501
1962,0.74163918
1965,0.789040892
1969,0.79863006
1971,0.650279508
1978,0.948199231
1982,0.917912837
1984,0.523555369
1985,0.812400607
1986,0.67176052
1987,0.827659507
1988,0.659899021
1989,0.818251397
1990,0.674608306
1991,0.920322129
1993,0.880343116
1994,0.768491985
1999,0.670813835
2000,0.744248963
2001,0.69747172
2002,0.892304242
2003,0.550824168
2004,0.603256208
2008,0.882774008
2011,0.753055085
2013,0.867688482
2017,0.932842227
2020,0.801768804
2021,0.877340623
2024,0.833953225
2026,0.580294508
2031,0.855462331
2035,0.661208245
2039,0.930122183
2040,0.83687954
2044,0.857704848
2045,0.885127278
2046,0.794771663
2047,0.697852332
2048,0.725348714
2052,0.807148243
2053,0.69842716
2054,0.689691424
2055,0.677133189
2058,0.80834936
2059,0.694034472
2060,0.58004205
2063,0.821362636
2064,0.801282254
2065,0.932767206
2066,0.839216937
2070,0.520859048
2073,0.882523889
2076,0.849797054
2077,0.178954721
2078,0.824449893
2082,0.870743122
2084,0.816399638
2086,0.661908347
2088,0.892820446
2090,0.840986733
2091,0.858633943
2095,0.646744524
2097,0.843870281
2101,0.843965751
2102,0.544046177
2105,0.695372461
2106,0.670059879
2107,0.886177145
2110,0.657376229
2113,0.95868008
2114,0.688415303
2115,0.749655601
2118,0.690257639
2119,0.694511075
2120,0.675407672
2122,0.679117358
2128,0.827140189
2129,0.757006323
2132,0.838350661
2136,0.797638938
2139,0.825347991
2140,0.679763078
2141,0.330107299
2142,0.785853448
2143,0.708694469
2146,0.529670745
2147,0.760202067
2148,0.678562993
2151,0.608016841
2153,0.826821089
2154,0.88823642
2156,0.461022464
2161,0.938873111
2162,0.790641095
2163,0.87913028
2164,0.693189364
2165,0.883630309
2168,0.940404113
2169,0.525128413
2175,0.922466846
2176,0.837104929
2177,0.776546197
2178,0.594562964
2182,0.859844556
2184,0.655696891
2191,0.807302468
2193,0.82920414
2194,0.73168952
2196,0.927891417
2198,0.709153168
2199,0.725615942
2200,0.710020018
2202,0.917181742
2209,0.922690583
2213,0.195410556
2217,0.90263007
2218,0.56877114
2224,0.576589784
2225,0.222866052
2231,0.876924834
2233,0.768433916
2234,0.826177295
2235,0.680886326
2237,0.801497733
2238,0.480402457
2240,0.770102663
2242,0.787094661
2244,0.681100724
2246,0.8700073
2247,0.677214487
2248,0.959486235
2249,0.951331696
2250,0.955520612
2252,0.679726926
2254,0.701190475
2257,0.728853301
2258,0.668161523
2262,0.691217448
2265,0.792166848
2268,0.921600853
2270,0.833780954
2280,0.842940266
2281,0.939393871
2283,0.899936833
2285,0.248287967
2289,0.940332698
2290,0.687801413
2291,0.822228439
2293,0.892348564
2294,0.716695343
2295,0.849272254
2300,0.843500466
2304,0.891968067
2307,0.659088731
2310,0.902360147
2312,0.852324358
2313,0.588983335
2318,0.694192167
2319,0.859190649
2322,0.651110778
2324,0.662922895
2326,0.937835892
2328,0.607711771
2331,0.83843675
2334,0.160590276
2335,0.795301416
2336,0.803222476
2339,0.87303742
2340,0.850040471
2341,0.945233737
2344,0.90237854
2349,0.946276538
2352,0.879739829
2353,0.842390987
2357,0.475301066
2362,0.760350513
2364,0.656636446
2365,0.655842655
2366,0.705193585
2367,0.674745998
2368,0.871460409
2370,0.943155006
2373,0.81294756
2375,0.573050811
2376,0.941467427
2377,0.8795636
2382,0.930668773
2384,0.814221619
2385,0.70033949
2388,0.802176078
2389,0.777323324
2390,0.812555403
2391,0.820588479
2393,0.870356342
2396,0.811637209
2397,0.654791509
2398,0.957874269
2399,0.729784399
2400,0.825633609
2401,0.481564944
2402,0.873400487
2404,0.632500287
2406,0.886092468
2408,0.562976529
2409,0.881678116
2410,0.7476426
2411,0.702868708
2413,0.840089318
2415,0.819302502
2417,0.847372967
2422,0.830727988
2423,0.491580119
2424,0.848929391
2426,0.880211853
2429,0.777686945
2430,0.673900571
2432,0.728704105
2433,0.828039167
2436,0.952627621
2437,0.878411043
2438,0.846655759
2439,0.8485161
2440,0.679960795
2444,0.754738575
2445,0.563219516
2446,0.667095965
2454,0.838258656
2455,0.678718472
2456,0.905091272
2458,0.463153993
2459,0.585731606
2460,0.579640094
2461,0.858632143
2462,0.663169275
2464,0.684556278
2465,0.843839228
2467,0.960160625
2468,0.900412436
2474,0.54121557
2480,0.685104359
2481,0.684726559
2484,0.718663475
2485,0.58965652
2486,0.796849205
2487,0.708744699
2491,0.858104353
2493,0.706294779
2496,0.878018625
2497,0.853038085
2501,0.678746833
2504,0.701101022
2505,0.628397416
2506,0.832191313
2508,0.700286126
2509,0.620489127
2513,0.616531612
2516,0.820459866
2520,0.701804511
2521,0.679918186
2523,0.85249792
2524,0.785116666
2526,0.958528143
2528,0.784954313
2529,0.893483161
2530,0.876213917
2531,0.92286543
2532,0.882095629
2536,0.74618969
2537,0.713082591
2540,0.957399225
2541,0.782148927
2542,0.724776262
2543,0.595329493
2546,0.496273945
2547,0.651134758
2550,0.785375867
2551,0.816690997
2555,0.791910324
2556,0.917778761
2558,0.862877101
2559,0.952779797
2560,0.874233788
2562,0.946979882
2563,0.16288629
2564,0.79852061
2565,0.674357143
2568,0.857788036
2569,0.856314875
2570,0.665182662
2572,0.774870062
2573,0.843217718
2574,0.58935332
2575,0.724388046
2576,0.837037216
2582,0.723425566
2583,0.720595903
2586,0.707617404
2590,0.584189085
2591,0.71388896
2592,0.858954461
2593,0.943252929
2595,0.759439411
2596,0.951420081
2597,0.669662641
2598,0.673334776
2600,0.939066517
2601,0.843698039
2603,0.591208192
2604,0.778706362
2605,0.923423082
2606,0.928228902
2608,0.804759095
2609,0.844580741
2610,0.726070445
2611,0.887672599
2614,0.900965226
2615,0.841951687
2616,0.689377516
2618,0.62231865
2620,0.859258577
2623,0.731911798
2624,0.948397475
2625,0.672425887
2627,0.660203121
2629,0.829533026
2630,0.811932374
2631,0.924001734
2632,0.945024826
2633,0.864004514
2634,0.80136577
2635,0.522807827
2636,0.8443267
2637,0.605725813
2638,0.941881194
2641,0.664107545
2643,0.659795681
2644,0.33071827
2647,0.8218392
2648,0.706324427
2649,0.932403543
2651,0.534561253
2654,0.862827878
2655,0.705726746
2656,0.932761689
2659,0.507914904
2661,0.760776684
2662,0.693325487
2664,0.920782647
2665,0.76047445
2666,0.913931057
2667,0.71222747
2668,0.713287269
2671,0.209427468
2673,0.823362863
2676,0.802308137
2678,0.658556288
2680,0.931318006
2681,0.88635297
2683,0.566252088
2687,0.619408284
2688,0.921541133
2689,0.724188876
2691,0.850256809
2693,0.8536072
2695,0.760158861
2697,0.644047221
2699,0.847073078
2701,0.650416889
2702,0.81215683
2703,0.789014795
2706,0.926803651
2707,0.862829872
2708,0.879746508
2709,0.824621771
2714,0.821454549
2715,0.501641425
2716,0.731047268
2717,0.872044353
2719,0.86304706
2721,0.870260874
2722,0.761557137
2723,0.653346374
2724,0.574072393
2727,0.947618675
2730,0.750656358
2731,0.735046577
2736,0.846765423
2738,0.848320293
2740,0.928931688
2744,0.714983667
2745,0.369363243
2748,0.719131299
2749,0.476426126
2750,0.673345478
2751,0.498486409
2752,0.736895028
2754,0.821936855
2755,0.85359134
2756,0.888345003
2757,0.944845218
2758,0.906365303
2759,0.927778038
2760,0.93379114
2761,0.184717964
2762,0.803412608
2763,0.693722928
2764,0.804394752
2765,0.846662153
2768,0.682724621
2769,0.245709601
2770,0.373942538
2776,0.917025491
2778,0.941022614
2788,0.668017482
2789,0.795727803
2791,0.811288634
2792,0.621356998
2793,0.873323677
2797,0.709775034
2799,0.947151628
2800,0.946617741
2801,0.683585807
2805,0.849783365
2806,0.48752928
2807,0.31710329
2808,0.734116674
2811,0.896997773
2820,0.919354332
2822,0.848667707
2824,0.920114675
2826,0.885214097
2827,0.831161073
2828,0.814082394
2829,0.509240422
2832,0.843863345
2835,0.924613361
2836,0.841758252
2839,0.70340372
2840,0.788580306
2841,0.789409785
2843,0.709065045
2849,0.495303478
2850,0.790596592
2854,0.703503241
2856,0.750992744
2857,0.892360717
2859,0.72212826
2860,0.945158672
2863,0.890722503
2864,0.654884462
2865,0.658876655
2870,0.724984683
2871,0.664064256
2872,0.671115229
2873,0.742195872
2874,0.893555621
2876,0.858819126
2877,0.642316427
2878,0.861146311
2880,0.766363697
2882,0.702179422
2884,0.663311375
2885,0.67563104
2886,0.666728189
2887,0.794389631
2894,0.676828342
2897,0.772616079
2900,0.82961598
2903,0.822546731
2904,0.887263607
2906,0.753846078
2908,0.873119113
2909,0.669152362
2910,0.387202632
2911,0.5590652
2912,0.748984804
2913,0.936922767
2915,0.74942372
2916,0.678734552
2918,0.714438669
2924,0.669211858
2925,0.827178327
2928,0.855628738
2929,0.462078071
2934,0.856092948
2935,0.6252201
2938,0.806218875
2940,0.690540462
2941,0.669341177
2942,0.856685596
2944,0.875387777
2946,0.838781042
2947,0.581610161
2948,0.760825899
2950,0.858422951
2952,0.878928372
2953,0.886371143
2954,0.887151514
2956,0.577169846
2958,0.689886033
2959,0.636259607
2961,0.814881842
2963,0.792617085
2965,0.94190737
2967,0.797694666
2971,0.753684994
2973,0.959826266
2974,0.620797423
2980,0.922471243
2982,0.70777289
2983,0.478385919
2986,0.823827927
2987,0.803981776
2988,0.662490208
2993,0.922794014
2995,0.496521048
2998,0.713404935
3003,0.861250864
3005,0.880667986
3006,0.712935082
3007,0.780651334
3011,0.796040086
3013,0.894902806
3014,0.450529832
3019,0.739957636
3020,0.933741716
3022,0.785030342
3023,0.648153934
3024,0.590940004
3025,0.680195687
3027,0.806691395
3029,0.843744085
3030,0.490543162
3031,0.835526292
3032,0.94578758
3033,0.578009849
3037,0.839238812
3041,0.67302731
3042,0.71363153
3044,0.890186939
3045,0.626151815
3048,0.728904462
3049,0.925760549
3053,0.869962037
3055,0.709107215
3057,0.855375456
3058,0.683885179
3059,0.669542134
3060,0.720730281
3061,0.881054245
3063,0.78742213
3064,0.836711761
3065,0.593036304
3066,0.875518308
3067,0.684385678
3068,0.895070837
3069,0.912788803
3070,0.915021545
3071,0.8648226
3072,0.862999644
3075,0.902312139
3077,0.710745455
3080,0.888713766
3081,0.892194696
3082,0.843791025
3083,0.937473187
3086,0.92576107
3089,0.89510554
3090,0.811074779
3091,0.843465545
3092,0.87679278
3093,0.886531733
3094,0.910300581
3097,0.956841758
3099,0.673459025
3102,0.877472415
3103,0.859331272
3105,0.909270873
3106,0.943544342
3107,0.811214993
3108,0.870786294
3109,0.516299095
3114,0.770573638
3116,0.523064334
3117,0.699479559
3119,0.854891376
3121,0.68228088
3123,0.861511721
3124,0.936812465
3125,0.860123803
3126,0.679032883
3128,0.678719919
3129,0.860883365
3130,0.510503091
3131,0.851110229
3132,0.87461403
3133,0.771122364
3134,0.74817264
3135,0.678977958
3136,0.8056146
3137,0.9476102
3140,0.896355426
3141,0.807520253
3143,0.777037402
3144,0.862316336
3145,0.712770076
3147,0.607671313
3149,0.695462456
3151,0.706750849
3154,0.517646022
3156,0.885492281
3157,0.509881148
3158,0.483070117
3160,0.794445587
3161,0.913945647
3162,0.922539706
3164,0.926168237
3165,0.702660319
3168,0.638896524
3171,0.837465297
3173,0.703613129
3174,0.90630286
3175,0.678798339
3176,0.940980629
3177,0.685406708
3178,0.671190955
3181,0.664461679
3182,0.653116944
3186,0.934349243
3188,0.84123023
3190,0.819491477
3192,0.776242593
3194,0.632352473
3195,0.840416375
3197,0.719714483
3198,0.701048338
3202,0.826960985
3203,0.69531507
