id,relevance
200,2.438571915
204,2.73956191
206,2.400734992
207,2.402111117
208,2.607863725
209,2.316515821
211,2.502558261
212,2.240637764
213,2.370172229
216,2.518473479
217,2.284941161
218,2.119079361
219,2.338251181
220,2.262722366
221,2.498427974
222,2.266014358
224,2.040448082
225,2.549851227
228,2.522970561
229,2.343625362
230,2.644719969
231,2.230448533
232,2.232509381
234,2.28823881
235,2.451628862
236,2.312574841
237,2.200223306
238,2.614218141
239,2.124158825
240,2.132247272
242,2.380243606
243,2.39931936
244,2.31180185
246,2.368519915
247,2.210716573
248,2.45025198
249,2.701073881
250,2.418270034
251,2.410416265
252,2.368101211
253,2.133206201
254,2.360917575
256,2.373479183
258,2.175472662
260,2.46050377
262,2.246117925
263,2.335225208
264,2.263417354
265,2.118455648
267,2.31255513
268,2.235286148
269,2.121780681
271,2.111916998
273,2.380516786
274,2.23917506
277,2.419156804
278,2.128674938
279,2.086705794
280,2.573776391
281,2.501732398
282,2.628065805
283,2.578957487
285,2.026364272
286,2.213082305
287,2.094076621
288,2.61819958
289,2.573608413
291,2.49549022
292,2.49315794
295,2.496310917
296,2.457797035
298,2.514188588
299,2.322913582
300,2.381257619
301,2.552130472
302,2.784026221
303,2.095813976
304,2.020243515
306,2.406237103
307,2.159331132
308,2.431593822
309,2.313804272
310,2.442226026
311,2.58018979
312,2.609260671
313,2.332517812
315,2.613786527
316,2.293064064
317,2.178617636
320,2.293127321
321,2.280504773
322,2.452212164
324,2.665030243
325,2.674229718
326,2.380183117
328,2.398752232
329,2.225375489
330,2.338873187
332,2.4418453
333,2.483926766
336,2.472769752
337,2.215379428
338,2.633244558
339,2.447693923
342,2.250603445
344,2.374003039
345,2.392364325
348,2.398344247
349,2.446039488
352,2.279297121
353,2.284270316
356,2.278516746
357,2.575260917
358,2.396802445
360,2.14965157
362,2.135179233
364,2.329192291
366,2.209828868
367,2.3387211
368,2.180144402
369,2.572548437
370,2.710948216
371,2.574628528
372,2.5612147
376,2.272305869
377,2.618132506
378,2.545771733
379,2.558049183
380,1.971690194
381,2.523255499
382,2.239954209
383,2.23438089
384,2.711814771
386,2.420424019
387,2.444244361
388,2.247511723
390,2.143768816
391,2.09392589
392,2.378222922
393,2.213768022
394,2.020701608
395,2.249311874
396,2.329190342
398,2.258444297
399,2.649724081
404,2.699718473
405,2.435832976
406,2.375585987
409,2.491925134
410,2.319206536
412,2.441515099
414,2.217265495
415,1.828395509
416,2.514730987
417,1.802643791
419,2.216783356
420,2.376851231
423,2.265011738
424,2.458276871
425,2.071968958
426,2.705551021
427,2.239161411
428,2.577644219
429,2.597410441
430,2.074627558
431,2.476271281
432,2.603574628
433,2.658437316
434,2.48015236
435,2.307019792
436,2.522461949
437,2.637616796
438,2.525940465
439,2.392824847
441,2.323713358
442,2.601226551
443,2.298736821
448,2.195508352
449,2.368177163
450,2.346433134
451,2.388909612
453,2.613870727
457,2.626533162
460,2.482479892
462,2.331089191
463,2.464685917
464,2.338495045
465,2.307013818
466,2.736927562
467,2.401398557
471,2.560873311
472,2.296482711
474,2.29904088
477,2.35999215
482,2.309077271
483,2.392900044
484,2.697585445
486,2.59508163
487,1.763417556
488,2.735916757
489,2.303433589
490,2.320404246
493,2.44657827
494,2.111306825
495,2.051470615
496,2.238643162
498,2.425892
499,2.154218687
502,2.511635314
503,2.423184355
504,2.367863926
505,2.299511142
506,2.410912448
507,2.382564497
509,2.595046654
510,2.238163468
512,2.057011563
513,2.100070508
514,2.224119778
515,2.063504141
518,2.072910035
519,2.263952895
520,2.671825669
521,2.407288994
522,2.483832645
523,2.357971323
525,2.290472199
526,2.667369185
527,2.411805919
528,2.624001531
529,2.690076472
530,2.381473953
531,2.389941061
532,2.63528768
534,2.335279806
535,2.512489878
537,2.395273737
538,2.296193933
539,2.728362576
540,2.264894252
541,2.415360062
543,2.372770803
545,2.758846771
546,2.367610256
547,2.407560157
548,2.355507683
550,2.562044888
552,2.36005106
553,2.406830274
554,2.345297195
555,2.559501056
556,2.35282286
558,2.113548827
560,2.531765974
561,2.226619343
564,2.643843305
565,2.234555137
566,2.276271096
567,2.305789109
569,2.268574544
570,2.464813029
574,2.155872245
575,2.538684009
577,2.496708731
578,2.337909286
579,2.106614615
580,2.468536727
586,2.705690362
587,2.382805934
588,2.317921611
589,2.17576901
590,2.644121883
592,2.44402397
594,2.183866982
596,2.686090109
597,2.66449232
598,2.252741445
599,2.305600463
601,2.440966156
602,2.602921467
603,2.490711298
604,2.247184962
607,2.341059342
608,2.471496836
609,1.934210618
610,2.248318646
612,2.240389224
613,2.312250628
614,2.156404525
615,2.374449785
616,2.685843691
617,2.333547784
618,2.491868603
620,2.469973368
621,2.460509806
622,2.633907328
623,1.950795639
624,2.719653145
625,2.32419151
627,2.119944254
628,2.323415617
629,2.612187778
631,2.589616933
632,2.455132615
633,2.276623384
638,2.626450677
639,2.549391901
641,2.15554001
645,2.240840509
647,2.648731177
648,2.229613588
649,2.597431891
650,2.3602015
651,2.674311304
654,2.491851524
655,2.357501269
656,2.02772215
657,2.664001263
658,2.627201613
664,2.223870592
665,2.445683341
667,2.22123185
672,2.405948956
673,2.739003828
675,2.187819239
676,2.15313122
678,2.187181047
681,2.355206341
683,2.406729836
684,2.225180005
685,1.962632229
689,2.530353231
692,2.126562112
693,2.452664228
694,2.583155961
695,2.438221698
697,2.388416228
698,2.235489565
699,2.459490883
701,2.685362127
702,2.485579848
703,2.191799515
704,2.352133885
705,2.41898164
706,2.449755611
707,2.651705168
708,2.386799498
709,2.482786057
710,2.56733364
711,2.676420679
714,2.522594676
716,2.397474041
717,2.69183753
719,2.522454655
720,2.415747038
721,2.432879085
723,2.490484021
724,2.589858346
725,2.701485559
727,2.305218774
728,2.404553468
729,2.332238148
730,2.632106117
732,2.099381975
733,2.503780581
735,2.511940329
736,2.148195285
738,2.504174171
741,2.562205286
744,2.2150675
746,2.202696165
747,2.583525755
750,2.075211643
752,2.5599475
754,2.419115474
755,2.439342701
757,2.212164377
761,2.334774951
762,2.214282179
766,2.504083517
767,2.139976425
768,2.443567835
769,2.816878809
770,2.481338255
772,2.240369104
774,2.516800448
775,2.294338677
776,2.400797906
777,2.522766218
779,2.274862983
780,2.611946551
781,2.101202186
782,2.345600825
783,2.45370313
785,2.178981676
786,2.285757175
788,2.293510413
789,2.257130808
792,2.299154844
793,2.34192687
794,2.398543832
795,2.143054845
796,2.365133854
797,2.538719989
798,2.460282788
799,2.29968463
802,2.243511212
803,2.693640742
804,2.733136656
805,2.694157418
806,2.595553827
807,2.55733629
808,2.252546488
809,1.846775118
810,2.496859364
813,2.370963316
814,2.334881255
815,2.494777333
816,2.313124687
820,2.291607092
821,2.253309759
822,2.460698053
823,2.349106987
825,2.244486911
827,2.723127773
829,2.2435018
830,2.362848798
833,2.314473335
834,2.311707059
835,2.414323456
836,2.321259595
838,2.347931546
839,2.241482436
840,2.463112485
841,2.381805474
842,2.521721298
845,2.24163998
846,2.177524813
848,2.559892048
849,2.597302445
850,2.155747717
851,2.431708896
853,2.330223673
854,2.231041074
855,2.244407505
856,2.577698392
858,2.23287321
859,2.340114645
860,2.284870073
861,2.518699355
863,2.642399915
864,2.287193368
865,2.187658874
866,2.172492325
870,2.539738747
871,2.162793813
873,2.263280165
874,2.285698584
875,2.276558766
877,2.561996832
879,2.457489673
880,2.316611159
883,2.284178696
884,1.92664712
887,2.244905664
888,1.938364372
889,2.528166508
890,2.434349804
891,2.437489517
892,2.014180257
896,2.34863367
897,2.237075876
900,2.406268497
901,2.617924751
903,2.295631159
904,2.268497579
905,2.479955928
906,2.599208281
907,2.368117295
911,2.254008018
913,2.322816277
914,2.368684029
915,2.138462841
916,2.249138358
917,2.302750195
919,2.016986297
920,2.324720325
921,2.535764974
924,2.672761751
925,2.40105908
926,2.565900083
927,2.268857782
930,2.39976178
931,2.420056726
932,2.402784387
933,2.416771055
935,2.162013476
936,2.190823857
937,2.120775561
938,2.244649957
939,2.203315872
941,2.130404241
942,2.562231344
943,2.703539935
945,2.472583457
946,2.282617312
947,2.232787269
948,2.056604381
949,2.098411133
950,2.267923901
951,2.319759839
952,2.315406427
953,2.175228538
955,2.200160235
956,2.498214839
957,2.722734677
959,2.15472531
960,2.233111013
961,2.483388313
964,2.502436857
965,2.37205451
966,2.065411619
967,2.344902263
968,2.567017126
970,2.512241001
971,2.515298027
972,2.139405882
973,2.706807847
975,2.71383012
976,2.422561355
977,2.508128261
979,2.493788831
980,2.658598757
981,2.460383996
982,2.707990031
983,2.31802998
985,2.406008195
986,2.479432641
987,2.392193729
988,2.236430754
989,2.424411468
990,2.507949111
992,2.715942737
993,2.363643107
994,2.583120839
995,2.379423754
996,2.080647974
997,2.362983966
998,2.407640632
999,2.445021881
1002,2.604745278
1003,2.183663392
1005,2.636814808
1006,2.381912546
1009,2.575749754
1010,2.506471773
1011,2.533804801
1012,2.662556372
1013,2.630789792
1014,2.72401668
1015,2.389696061
1016,2.243680662
1017,2.239449166
1018,2.447428827
1021,2.270192288
1023,2.549839079
1024,2.288171181
1025,2.296471477
1027,2.223833499
1029,2.589803458
1030,2.286450333
1032,2.296551861
1033,2.372974013
1034,2.385037458
1035,2.581366141
1036,2.512323247
1037,2.631039676
1039,2.201773138
1041,2.390068089
1042,2.579558925
1043,2.112783898
1044,2.303298368
1045,2.248891847
1046,2.117064512
1047,2.183466434
1048,2.200077905
1049,2.142713079
1050,2.16253016
1052,2.390457461
1054,2.176946687
1055,2.551937499
1057,2.504426426
1058,2.515703012
1059,2.729251279
1061,2.490846952
1063,2.23559575
1064,2.287602843
1066,2.499782169
1067,2.242858193
1069,2.384059542
1070,2.355248016
1071,2.219845528
1075,2.038784128
1077,2.515298601
1078,2.379878349
1079,2.675974711
1082,2.324556444
1085,2.467258186
1087,2.5230046
1088,1.896718048
1089,2.753330075
1091,2.502886408
1092,2.424472937
1093,2.691295307
1094,2.47070196
1096,2.530527795
1099,2.501795301
1100,2.291521447
1102,1.955535324
1105,2.280461008
1106,2.374736371
1109,2.594271739
1110,2.367651273
1111,2.13812221
1112,2.193804277
1113,2.175037165
1114,2.214869239
1115,2.247207442
1117,2.476503546
1118,2.347512794
1119,2.371136024
1120,2.325708687
1122,2.362960969
1123,2.341965476
1124,2.588130139
1125,2.248928651
1126,2.291951967
1127,2.274185804
1130,2.292845558
1131,2.30005283
1133,2.35903338
1136,2.454878401
1137,2.201769226
1139,2.397519656
1140,2.667639009
1141,2.664456369
1143,2.216141473
1144,2.230216201
1147,2.513338237
1149,2.458848721
1150,2.245447085
1152,2.10589951
1153,2.575659964
1154,2.39418065
1156,2.513892351
1157,2.125347695
1158,2.367526854
1160,2.335053858
1161,2.608068077
1162,2.616233228
1163,2.359137149
1166,2.214069442
1167,2.185465724
1169,2.288529694
1170,2.282996013
1173,2.606319759
1174,2.417499628
1175,2.280834033
1178,2.386910198
1179,2.736409839
1181,2.227101498
1182,2.266918501
1183,2.363481487
1184,2.676766334
1186,2.6065532
1187,2.30964883
1188,2.236050745
1189,2.258408718
1190,2.264822691
1193,2.28088292
1194,2.358811719
1197,2.45289444
1198,2.417542392
1199,2.752280745
1200,2.756788389
1201,2.531499687
1202,2.442572228
1203,2.207585064
1204,2.524043916
1207,2.506350208
1209,2.387166747
1210,2.201215962
1211,2.43031167
1213,2.084748111
1214,2.061514049
1217,2.42779031
1219,2.192260297
1221,2.097939632
1222,2.408256847
1223,2.388146149
1225,2.569248067
1226,2.222842276
1229,2.480130567
1232,2.392998415
1233,2.232199614
1234,2.578304413
1235,2.342967889
1236,2.06896528
1239,2.563131846
1240,2.666285187
1241,2.395258068
1242,2.627905917
1244,2.340632224
1245,2.520640204
1246,2.264395647
1247,2.146625719
1249,2.421517483
1250,2.31818008
1251,2.598907453
1254,2.362010918
1255,2.498067631
1256,2.480344822
1258,2.520490717
1259,2.452089865
1260,2.426443912
1261,2.347120917
1262,2.378662572
1263,2.759709669
1264,2.779903351
1265,2.387406799
1268,2.47793787
1269,2.499530598
1270,2.480919204
1271,2.293294257
1272,2.275368771
1274,2.242726831
1277,2.231799768
1278,2.19585081
1280,2.127779277
1281,2.330122899
1282,2.362711333
1283,2.230474096
1284,2.522358067
1285,2.005599277
1286,1.869270646
1288,2.763233401
1290,2.56137608
1292,2.503781799
1293,2.57423561
1294,2.303228174
1295,2.572887265
1297,2.605828444
1298,2.49057962
1299,2.181082311
1301,2.20336303
1304,2.721963238
1305,2.52096371
1306,2.678658786
1307,2.362437243
1308,2.34082706
1309,2.338647802
1310,2.313990747
1311,2.198413434
1312,2.368580127
1313,2.481951203
1314,2.31936267
1315,2.329971814
1318,2.692384273
1319,2.534991921
1321,2.293089005
1322,2.114690265
1324,2.535941498
1325,2.527011667
1327,2.307329455
1328,2.528661331
1329,2.579067194
1330,2.221978581
1331,2.502529978
1332,2.457293445
1333,2.333778473
1334,2.050612768
1336,2.366502787
1337,2.638087115
1339,2.406607613
1341,2.54570005
1342,2.618638291
1343,2.602095344
1346,2.481757284
1350,2.555022062
1351,2.662098076
1352,2.336046585
1353,2.766186771
1354,2.672634712
1358,2.332959199
1360,2.400915191
1361,2.590549438
1362,2.200068305
1363,2.690242824
1365,2.443681848
1367,2.549382304
1368,2.066496306
1369,2.349890333
1370,1.963606828
1371,2.482264523
1372,2.610880521
1373,2.547454055
1374,2.545553899
1375,2.786588313
1376,2.524270785
1378,2.384709415
1379,2.292879123
1380,2.350717481
1381,2.298840281
1382,2.358549858
1383,2.209160495
1384,2.490212771
1385,2.387774019
1386,2.272715897
1389,2.634037163
1390,2.332841183
1391,2.233273523
1392,2.334968678
1393,2.462782183
1396,2.568784033
1398,2.678775145
1400,2.699915147
1402,2.474816667
1404,2.204336539
1406,2.765389847
1407,2.181986465
1409,2.422364611
1410,2.560282487
1411,2.407521619
1412,2.743144473
1413,2.380933476
1415,2.216223853
1416,2.245452124
1417,2.477921015
1418,2.325562804
1420,2.097098062
1421,2.285437271
1423,2.109244728
1424,2.298225651
1425,2.333673195
1426,2.343229705
1428,2.31127161
1429,2.475259725
1430,2.732007277
1432,2.546358855
1435,2.396088241
1437,2.096736131
1438,2.267715833
1440,2.353246198
1441,2.501962772
1442,2.370113617
1445,2.161654773
1446,2.577991739
1447,2.460059377
1448,2.196455947
1450,2.232614125
1451,2.097860019
1452,2.496618297
1455,2.389828224
1456,2.03524197
1457,2.641927017
1459,2.528503165
1460,2.335931749
1461,2.380480916
1462,2.497204731
1463,2.022233467
1464,2.739099721
1465,2.642717084
1466,2.279156729
1467,2.326403162
1469,2.246872868
1470,2.557465533
1474,2.150568283
1475,2.211575908
1476,2.177506894
1477,2.383827302
1478,2.287850087
1480,2.279720408
1482,2.303444442
1484,2.5645681
1485,2.315736049
1488,2.293196994
1489,2.464587704
1493,2.503835345
1494,2.252518231
1495,2.585693949
1498,2.478213527
1499,2.189394971
1500,2.310670941
1502,2.409183728
1503,2.198215217
1505,2.432295097
1507,2.210163714
1508,2.29795645
1510,2.759416423
1511,2.500015801
1513,2.687055081
1514,2.419247591
1515,2.37665591
1516,2.162218849
1517,2.589785196
1518,2.611115909
1519,1.878214645
1520,2.284023815
1521,2.534686564
1522,2.290660391
1523,2.376371149
1524,2.486613947
1525,2.232820137
1526,2.566958579
1527,2.585613728
1529,2.124939472
1530,2.107519992
1531,2.180755001
1532,2.483593933
1533,2.362050179
1534,2.588869036
1535,2.532403063
1536,2.219990169
1537,2.456970752
1539,2.256159309
1540,2.625327577
1541,2.630278094
1543,2.505175078
1544,2.45561899
1545,2.643867577
1547,2.434313476
1549,2.576445403
1550,2.277696743
1551,2.129441946
1552,2.329275678
1553,2.20468969
1555,2.346246525
1556,2.387301027
1557,2.393571746
1558,2.312801081
1559,2.423122817
1563,2.142787563
1564,2.608062105
1565,2.312740277
1566,2.615352635
1567,2.533638449
1570,2.395746806
1573,2.669038696
1574,2.380212825
1575,2.087338461
1579,2.630766048
1580,2.593395135
1581,2.508716476
1582,2.193842672
1583,2.493459299
1584,2.459738481
1585,2.38746776
1586,2.384199254
1589,2.543991862
1590,2.371183911
1591,1.801612364
1592,2.494824799
1594,2.158524505
1596,2.233694029
1597,2.447332451
1598,2.205359296
1599,2.553400535
1600,2.32256901
1601,2.267722636
1602,2.248373271
1603,2.54944182
1604,1.761339226
1605,2.363181079
1606,2.683460095
1607,2.50365012
1608,1.789011969
1611,2.186198134
1613,2.625683655
1614,2.240762659
1615,2.127842342
1618,2.205448016
1619,2.51173482
1620,2.221613898
1621,2.162088892
1623,2.640422897
1625,2.432880419
1626,2.350690957
1628,2.25136142
1629,2.727051128
1630,2.121099909
1631,2.230819287
1632,2.182776117
1635,2.283710213
1636,2.298949659
1638,2.403081612
1639,2.076792105
1641,2.238144487
1642,2.302099845
1644,2.344131313
1646,2.418303639
1649,2.30899006
1650,2.236890438
1651,2.22446426
1652,2.455398456
1658,2.625311905
1659,2.522318146
1660,2.290867668
1662,2.726514625
1663,2.640965555
1665,2.549141749
1666,2.268261923
1668,2.421668207
1674,2.494736738
1676,2.348856106
1678,2.647770721
1679,2.410562077
1680,2.064135533
1682,2.635216132
1683,2.473716468
1684,2.487153614
1685,2.514935211
1686,2.579003752
1687,2.497929009
1688,2.238717164
1689,2.319572088
1690,2.312304855
1693,2.25675709
1694,2.389186934
1695,2.21393384
1697,2.330127185
1698,2.331802908
1699,2.385948368
1700,2.077036778
1701,2.417774028
1706,2.328659717
1707,2.320578547
1708,2.195137727
1709,2.407673918
1710,2.438017769
1711,2.28781458
1712,1.88373411
1714,2.683457003
1716,2.584754173
1717,2.375534319
1718,2.313010873
1719,2.698809715
1720,2.585191053
1723,2.552689518
1725,2.180132379
1727,2.401048459
1728,2.393888041
1729,2.260896078
1730,2.408389972
1732,2.724921596
1734,2.391769371
1735,2.731438721
1736,2.713282545
1737,2.567716946
1739,2.301847423
1743,2.35268299
1744,2.710673401
1745,2.344254427
1747,2.343025508
1748,2.547914237
1750,2.524478004
1751,2.370935283
1752,2.301432366
1754,2.620501975
1755,2.58744357
1756,2.499008806
1757,2.455274352
1758,2.248496571
1759,2.694167967
1760,2.346828902
1761,2.363760717
1763,2.695070346
1764,2.346215581
1766,2.537345715
1767,2.756411074
1768,2.681762295
1769,2.568690985
1770,2.244955542
1772,2.350047705
1773,2.359617915
1775,2.030941478
1776,2.256675814
1778,2.285650299
1781,2.453618273
1783,2.643517531
1787,2.258471482
1788,2.17146685
1789,2.208448387
1791,2.357256775
1792,1.870654819
1793,2.511203849
1794,2.703002771
1795,2.718894649
1796,2.494510313
1798,2.579117202
1799,2.502893852
1800,2.532573044
1801,2.648416409
1802,2.52529885
1803,2.180255596
1806,2.559231346
1807,2.602332494
1808,2.268371532
1809,2.154072872
1810,2.15865721
1812,2.220912343
1813,2.443029743
1814,2.153760112
1817,2.267226336
1819,2.247384795
1820,2.300525565
1822,2.232136578
1823,2.600217378
1825,2.523036761
1826,2.615343299
1827,2.168822157
1828,2.208678632
1831,2.290839091
1832,2.511498961
1833,2.475006121
1834,2.233060191
1836,2.440678866
1837,2.459482704
1838,2.472313073
1839,2.565198047
1840,2.16640017
1842,2.459356353
1843,2.143730797
1849,2.490951506
1850,2.331798385
1854,2.037479412
1856,2.4405904
1857,2.414798128
1859,2.741004495
1860,2.487652931
1863,2.302992625
1864,2.637162735
1865,2.368144568
1866,2.285620423
1869,2.655653109
1871,2.297773562
1873,2.559121111
1874,2.623489046
1876,2.311320829
1877,2.639265661
1878,2.489281802
1879,2.403942123
1880,2.224773422
1882,2.425495897
1884,2.442573036
1885,2.179186157
1886,2.208419091
1887,2.446134016
1888,2.641185779
1889,2.292174974
1890,2.580996688
1891,2.709768452
1892,2.412167047
1893,2.351195612
1895,2.396308135
1897,2.201396533
1898,2.493946424
1900,2.303246657
1901,2.034728843
1902,2.638412795
1903,2.343897083
1904,2.53840731
1905,2.670560212
1906,2.214932997
1908,2.266412696
1909,2.096741498
1910,2.224473172
1911,2.30091537
1912,2.124039167
1913,1.93974468
1916,2.415808711
1917,2.234207393
1919,2.586318639
1925,2.540493239
1926,2.382940949
1928,2.368544629
1929,2.500559824
1930,2.620390981
1932,2.425076894
1934,2.595120082
1935,2.186804492
1936,2.32374816
1937,2.724196745
1938,2.641356182
1940,2.547422332
1942,2.097964768
1944,2.479682099
1945,2.551413218
1946,2.528949403
1947,2.405847389
1948,2.033285634
1949,1.896107298
1950,2.626532756
1951,2.298837287
1952,2.222250795
1953,2.375065995
1954,2.419826913
1955,2.267397623
1957,2.465926529
1958,2.29720181
1960,2.340699731
1962,2.653850447
1965,2.00678772
1968,2.05008712
1969,2.251384695
1971,2.715660077
1972,2.590637172
1973,2.618996899
1974,2.334553926
1975,2.764694304
1976,2.398042337
1978,2.259560239
1980,2.340580588
1981,2.297140785
1984,2.214071657
1985,2.384428743
1986,2.306647905
1988,2.494711807
1990,1.946024897
1991,2.215746471
1992,2.194980739
1993,2.09195504
1995,2.114178024
1996,2.253352708
1997,2.54811938
1999,2.348101039
2004,2.028541292
2005,2.125741881
2007,2.246640611
2009,2.258946861
2010,2.548263274
2012,2.26222425
2014,2.295001667
2015,2.54343083
2016,2.307365247
2017,2.4464101
2018,2.232286132
2020,2.039558567
2026,2.380923644
2027,2.44541075
2028,2.206586097
2030,2.226394642
2031,2.091043339
2032,2.291561615
2033,2.238838104
2034,2.398790067
2035,2.569916742
2036,2.52101361
2038,2.190202416
2040,2.218077865
2043,2.065967606
2044,2.310580997
2045,2.44203676
2046,2.504902601
2048,2.491134568
2049,2.381530125
2051,2.158594688
2053,2.16629024
2054,2.299961034
2055,2.30805714
2057,2.221404086
2058,2.257664069
2059,2.464571303
2061,2.442213694
2063,2.22634451
2067,2.508135809
2068,2.508103419
2069,2.629986272
2071,2.130444357
2072,2.277370998
2075,2.340904119
2076,2.569445342
2077,2.395048772
2078,2.519052886
2079,2.30712964
2080,2.602479031
2084,2.120193485
2087,2.698947985
2090,2.181367399
2091,2.419570575
2092,2.519395623
2093,2.536385815
2094,1.646726844
2096,2.559098522
2099,2.340184416
2100,2.186656574
2101,2.109499229
2102,2.050719686
2104,2.149475886
2105,2.137693226
2108,2.194038018
2110,2.342081437
2111,2.198596579
2112,2.278159184
2114,2.26177453
2116,2.347417331
2119,2.301609895
2120,2.518168328
2121,2.658733224
2122,2.245855099
2123,2.171285736
2124,2.461169874
2125,2.273096677
2127,2.572285242
2128,2.354009046
2129,2.439025302
2131,2.410025592
2132,2.290592069
2134,2.256180707
2135,2.343342164
2138,2.179951164
2140,2.247405543
2141,2.27071325
2142,2.442618953
2143,2.546571491
2144,2.119865681
2145,2.241567324
2147,2.281122655
2150,2.206892624
2152,2.603187436
2155,2.650288002
2156,2.403955363
2159,2.627972643
2161,2.216363555
2162,2.190688415
2164,2.36494836
2165,2.290619203
2168,2.329485507
2170,2.302103122
2171,2.205897688
2172,2.528575326
2174,2.077789682
2175,2.229410692
2177,2.525048254
2178,2.52129969
2179,2.590816588
2180,2.433700221
2183,2.109629058
2184,2.30841344
2185,2.595758513
2186,2.22785084
2187,2.075615133
2191,2.340796843
2192,2.327679512
2193,2.312565968
2194,2.388467474
2195,2.62496304
2196,2.641468583
2197,2.416583393
2198,2.637841713
2199,2.168191952
2200,2.329248372
2202,2.535909567
2203,2.149926767
2205,2.179721406
2207,2.78019655
2208,2.493621415
2209,2.476469376
2212,2.273416703
2213,2.188669525
2214,2.275749416
2215,2.418873835
2216,2.200672969
2217,2.262708926
2219,2.452259776
2220,2.690424765
2221,2.115728577
2223,2.279706303
2225,2.553239716
2227,2.573161699
2228,2.628027129
2229,2.36138684
2230,2.345779109
2231,2.175026882
2232,2.366483414
2233,2.233034447
2234,2.621465562
2235,2.267156157
2236,2.165558781
2238,2.381586097
2239,2.209523166
2240,2.235377926
2241,2.538397967
2243,2.643776987
2244,2.597781793
2246,2.562010908
2247,2.607262693
2249,2.389938238
2250,2.627823007
2252,2.624527117
2253,2.627895562
2254,2.502212765
2255,2.501672152
2256,2.334937838
2260,2.746426512
2261,2.262746801
2262,2.352512353
2263,2.369023163
2264,2.249443072
2265,2.623984853
2266,2.494293785
2267,2.650364097
2268,2.174578489
2269,2.211968735
2271,2.223809645
2272,2.303320686
2274,1.952600277
2276,2.188025678
2278,2.436981737
2280,2.439817061
2282,2.535068845
2285,2.130180975
2286,2.388274503
2287,2.228624141
2289,2.389587547
2290,2.028438585
2294,2.273817878
2295,2.386987542
2296,2.009148685
2301,2.384452456
2302,2.401456262
2304,2.369596394
2305,2.045671794
2307,2.46831992
2308,2.594211689
2309,2.347940829
2311,2.287160773
2313,2.23081629
2314,2.593767977
2316,2.13086937
2317,2.194740639
2318,2.555067656
2319,2.364847201
2320,2.431400933
2322,2.411363078
2324,2.409446747
2327,2.455372749
2329,2.417007952
2330,2.455896256
2331,2.350111186
2332,2.42845636
2335,2.367617768
2336,2.560711859
2337,2.31846415
2338,2.251444305
2340,2.435349413
2341,2.397240191
2342,2.47922016
2343,2.218311371
2344,2.089894459
2345,2.136347601
2347,2.240238159
2348,2.418007653
2349,2.242661713
2350,2.417520743
2352,2.202364548
2353,2.170611739
2354,2.239485556
2355,2.240872226
2356,2.173810577
2357,2.268180698
2358,2.466249904
2360,2.210702521
2361,2.415348316
2362,2.501726479
2363,2.239589038
2364,2.21923044
2366,2.574085825
2367,2.282347233
2368,2.230717846
2370,2.750355408
2371,2.365339643
2372,2.563672671
2373,2.372313467
2376,2.659506159
2377,2.605819672
2378,2.327916673
2379,2.296058026
2380,2.298811624
2382,2.232089806
